,p_d,g_d,q_d,g_w
2月2日,166.36,1368.94,,0
2月2日,166.36,1425.35,,0
2月2日,166.36,1505.36,,0
2月2日,166.36,1570.91,,0
2月2日,166.36,1638.26,,0
2月2日,166.36,1691.3,,0
2月2日,166.36,4835.02,,70.082
2月2日,166.36,4910.81,,350.142
2月2日,3064.57,4920,,665.176
2月2日,4071.51,3518.14,,665.176
2月2日,4202.85,1825.67,,665.176
2月2日,4071.51,1141.03,,560.12
2月2日,3677.49,882.84,,560.12
2月2日,3940.17,725.89,,665.176
2月2日,4027.73,802.25,,665.176
2月2日,3852.61,630.06,,665.176
2月2日,3502.37,801.79,,665.176
2月2日,3502.37,1173.96,,210.112
2月2日,2101.42,883.02,,210.112
2月2日,1576.07,1083.34,,0
2月2日,1576.07,1237.6,,0
2月2日,166.36,1126.43,,0
2月2日,166.36,1242.24,,0
2月2日,166.36,1340.03,,0
2月3日,166.36,1442.03,,0
2月3日,166.36,1538.02,,0
2月3日,166.36,1610.09,,0
2月3日,166.36,1695.52,,0
2月3日,166.36,1793.02,,0
2月3日,166.36,1857.99,,0
2月3日,166.36,5308.82,,70.082
2月3日,166.36,5406.06,,350.142
2月3日,3064.57,5139.47,,665.176
2月3日,4071.51,3787.02,,665.176
2月3日,4202.85,2240.76,,665.176
2月3日,4071.51,1359.81,,560.12
2月3日,3677.49,994.85,,560.12
2月3日,3940.17,730.98,,665.176
2月3日,4027.73,490.87,,665.176
2月3日,3852.61,754.16,,665.176
2月3日,3502.37,633.56,,665.176
2月3日,3502.37,817.35,,210.112
2月3日,2101.42,678.56,,210.112
2月3日,1576.07,939.5,,0
2月3日,1576.07,1074.33,,0
2月3日,166.36,989.06,,0
2月3日,166.36,1092.96,,0
2月3日,166.36,1182.03,,0
2月4日,166.36,1261.68,,0
2月4日,166.36,1331.39,,0
2月4日,166.36,1394.53,,0
2月4日,166.36,1456.06,,0
2月4日,166.36,1505.99,,0
2月4日,166.36,1541.65,,0
2月4日,166.36,3750.58,,70.082
2月4日,166.36,3814.85,,350.142
2月4日,166.36,3625.76,,665.176
2月4日,166.36,2643.47,,665.176
2月4日,166.36,1577.36,,665.176
2月4日,166.36,2121.98,,560.12
2月4日,166.36,808.21,,560.12
2月4日,166.36,1185.01,,665.176
2月4日,166.36,1414.29,,665.176
2月4日,166.36,1500.56,,665.176
2月4日,166.36,764.08,,665.176
2月4日,166.36,1542.11,,210.112
2月4日,166.36,956.22,,210.112
2月4日,166.36,1038.35,,0
2月4日,166.36,1109.89,,0
2月4日,166.36,987.9,,0
2月4日,166.36,1031.26,,0
2月4日,166.36,1073.33,,0
2月5日,166.36,1130.17,,0
2月5日,166.36,1192.53,,0
2月5日,166.36,1262.82,,0
2月5日,166.36,1358.42,,0
2月5日,166.36,1459.63,,0
2月5日,166.36,1562.53,,0
2月5日,166.36,3830.53,,70.082
2月5日,166.36,3937.99,,350.142
2月5日,166.36,3642.41,,665.176
2月5日,166.36,2228.22,,665.176
2月5日,166.36,972.92,,665.176
2月5日,166.36,1709.68,,560.12
2月5日,166.36,1465.37,,560.12
2月5日,166.36,204.85,,665.176
2月5日,166.36,13.37,,665.176
2月5日,166.36,2.46,,665.176
2月5日,166.36,6.81,,665.176
2月5日,166.36,72.85,,210.112
2月5日,166.36,286.68,,210.112
2月5日,166.36,526.02,,0
2月5日,166.36,689.48,,0
2月5日,166.36,675.9,,0
2月5日,166.36,790.96,,0
2月5日,166.36,876.78,,0
2月6日,166.36,970.66,,0
2月6日,166.36,1045.96,,0
2月6日,166.36,1137.06,,0
2月6日,166.36,1224.82,,0
2月6日,166.36,1297.28,,0
2月6日,166.36,1373.21,,0
2月6日,166.36,3929.38,,70.082
2月6日,166.36,4022.81,,350.142
2月6日,3064.57,3738.01,,665.176
2月6日,4071.51,3668.11,,665.176
2月6日,4202.85,1747.64,,665.176
2月6日,4071.51,2180.21,,560.12
2月6日,3677.49,2137.63,,560.12
2月6日,3940.17,1738.48,,665.176
2月6日,4027.73,1392.24,,665.176
2月6日,3852.61,1279.07,,665.176
2月6日,3502.37,510.96,,665.176
2月6日,3502.37,1211.94,,210.112
2月6日,2101.42,849.46,,210.112
2月6日,1576.07,961.46,,0
2月6日,1576.07,1105.13,,0
2月6日,166.36,1019.31,,0
2月6日,166.36,1101.7,,0
2月6日,166.36,1170.19,,0
2月7日,166.36,1246.07,,0
2月7日,166.36,1324.17,,0
2月7日,166.36,1405.63,,0
2月7日,166.36,1511.54,,0
2月7日,166.36,1620.57,,0
2月7日,166.36,1720.95,,0
2月7日,166.36,4880.74,,70.082
2月7日,166.36,4994.12,,350.142
2月7日,3064.57,4444.06,,665.176
2月7日,4071.51,4303.18,,665.176
2月7日,4202.85,2678.02,,665.176
2月7日,4071.51,953.04,,560.12
2月7日,3677.49,716.13,,560.12
2月7日,3940.17,532.14,,665.176
2月7日,4027.73,417.88,,665.176
2月7日,3852.61,350.97,,665.176
2月7日,3502.37,357.86,,665.176
2月7日,3502.37,561.57,,210.112
2月7日,2101.42,494.87,,210.112
2月7日,1576.07,778.66,,0
2月7日,1576.07,889.43,,0
2月7日,166.36,829.74,,0
2月7日,166.36,921.93,,0
2月7日,166.36,1019.38,,0
2月8日,166.36,1097.36,,0
2月8日,166.36,1171.2,,0
2月8日,166.36,1249.44,,0
2月8日,166.36,1339.26,,0
2月8日,166.36,1418.98,,0
2月8日,166.36,1491.82,,0
2月8日,166.36,4279.55,,70.082
2月8日,166.36,4359.45,,350.142
2月8日,3064.57,4088.93,,665.176
2月8日,4071.51,3937.99,,665.176
2月8日,4202.85,3533.37,,665.176
2月8日,4071.51,1453,,560.12
2月8日,3677.49,1439.02,,560.12
2月8日,3940.17,567.6,,665.176
2月8日,4027.73,286.44,,665.176
2月8日,3852.61,216.26,,665.176
2月8日,3502.37,241.95,,665.176
2月8日,3502.37,359.31,,210.112
2月8日,2101.42,285.3,,210.112
2月8日,1576.07,507.19,,0
2月8日,1576.07,671.92,,0
2月8日,166.36,637.44,,0
2月8日,166.36,747.51,,0
2月8日,166.36,835.96,,0
2月9日,166.36,920.82,,0
2月9日,166.36,997.83,,0
2月9日,166.36,1056.82,,0
2月9日,166.36,1139.9,,0
2月9日,166.36,1221.55,,0
2月9日,166.36,1278.68,,0
2月9日,166.36,3720.69,,70.082
2月9日,166.36,3738.71,,350.142
2月9日,3064.57,3394.54,,665.176
2月9日,4071.51,1576,,665.176
2月9日,4202.85,631.92,,665.176
2月9日,4071.51,536.28,,560.12
2月9日,3677.49,721.37,,560.12
2月9日,3940.17,358.67,,665.176
2月9日,4027.73,391.23,,665.176
2月9日,3852.61,440.47,,665.176
2月9日,3502.37,288.43,,665.176
2月9日,3502.37,323.7,,210.112
2月9日,2101.42,258.27,,210.112
2月9日,1576.07,441.69,,0
2月9日,1576.07,561.53,,0
2月9日,166.36,514.3,,0
2月9日,166.36,605.88,,0
2月9日,166.36,687.01,,0
2月10日,166.36,757.65,,0
2月10日,166.36,817.63,,0
2月10日,166.36,903.8,,0
2月10日,166.36,976.97,,0
2月10日,166.36,1062.13,,0
2月10日,166.36,1143.23,,0
2月10日,166.36,3376.09,,70.082
2月10日,166.36,3463.72,,350.142
2月10日,3064.57,3187.43,,665.176
2月10日,4071.51,3031.91,,665.176
2月10日,4202.85,1491.33,,665.176
2月10日,4071.51,1361.99,,560.12
2月10日,3677.49,1113.15,,560.12
2月10日,3940.17,370.19,,665.176
2月10日,4027.73,203.73,,665.176
2月10日,3852.61,165.9,,665.176
2月10日,3502.37,186.6,,665.176
2月10日,3502.37,273.25,,210.112
2月10日,2101.42,201.71,,210.112
2月10日,1576.07,323.36,,0
2月10日,1576.07,467.13,,0
2月10日,166.36,449.46,,0
2月10日,166.36,540.52,,0
2月10日,166.36,614.15,,0
2月11日,166.36,695.06,,0
2月11日,166.36,769.62,,0
2月11日,166.36,845.55,,0
2月11日,166.36,935.48,,0
2月11日,166.36,1026.94,,0
2月11日,166.36,1119.47,,0
2月11日,166.36,2757.59,,70.082
2月11日,166.36,2847.34,,350.142
2月11日,166.36,2490.07,,665.176
2月11日,166.36,1294.5,,665.176
2月11日,166.36,346.39,,665.176
2月11日,166.36,89.94,,560.12
2月11日,166.36,13.5,,560.12
2月11日,166.36,0,,665.176
2月11日,166.36,0,,665.176
2月11日,166.36,0,,665.176
2月11日,166.36,0,,665.176
2月11日,166.36,57.81,,210.112
2月11日,166.36,141.09,,210.112
2月11日,166.36,201.71,,0
2月11日,166.36,242.49,,0
2月11日,166.36,173.29,,0
2月11日,166.36,206.12,,0
2月11日,166.36,257.19,,0
2月12日,166.36,296.91,,0
2月12日,166.36,343.25,,0
2月12日,166.36,411.8,,0
2月12日,166.36,491.25,,0
2月12日,166.36,574.89,,0
2月12日,166.36,668.63,,0
2月12日,166.36,1725.96,,70.082
2月12日,166.36,1853.29,,350.142
2月12日,166.36,1408.17,,665.176
2月12日,166.36,462.49,,665.176
2月12日,166.36,99.58,,665.176
2月12日,166.36,15.11,,560.12
2月12日,166.36,2.59,,560.12
2月12日,166.36,0,,665.176
2月12日,166.36,0,,665.176
2月12日,166.36,0,,665.176
2月12日,166.36,0,,665.176
2月12日,166.36,0,,210.112
2月12日,166.36,61.02,,210.112
2月12日,166.36,124.09,,0
2月12日,166.36,171.9,,0
2月12日,166.36,107.22,,0
2月12日,166.36,117.38,,0
2月12日,166.36,121.92,,0
2月13日,166.36,133.44,,0
2月13日,166.36,141.41,,0
2月13日,166.36,176.58,,0
2月13日,166.36,232.97,,0
2月13日,166.36,329.17,,0
2月13日,166.36,419.36,,0
2月13日,166.36,1628.56,,70.082
2月13日,166.36,1760.98,,350.142
2月13日,3064.57,1271.67,,665.176
2月13日,4071.51,1219.15,,665.176
2月13日,4202.85,589.68,,665.176
2月13日,4071.51,326.12,,560.12
2月13日,3677.49,297.54,,560.12
2月13日,3940.17,268.59,,665.176
2月13日,4027.73,235.38,,665.176
2月13日,3852.61,205.51,,665.176
2月13日,3502.37,203.55,,665.176
2月13日,3502.37,242,,210.112
2月13日,2101.42,101.13,,210.112
2月13日,1576.07,163.66,,0
2月13日,1576.07,209.15,,0
2月13日,166.36,126.94,,0
2月13日,166.36,153.34,,0
2月13日,166.36,196.26,,0
2月14日,166.36,263.61,,0
2月14日,166.36,352.43,,0
2月14日,166.36,439.26,,0
2月14日,166.36,534.19,,0
2月14日,166.36,617.67,,0
2月14日,166.36,695.16,,0
2月14日,166.36,2400.79,,70.082
2月14日,166.36,2521.65,,350.142
2月14日,3064.57,2293.27,,665.176
2月14日,4071.51,1157.17,,665.176
2月14日,4202.85,576.23,,665.176
2月14日,4071.51,434.99,,560.12
2月14日,3677.49,368.6,,560.12
2月14日,3940.17,317.65,,665.176
2月14日,4027.73,287.87,,665.176
2月14日,3852.61,315.71,,665.176
2月14日,3502.37,310.99,,665.176
2月14日,3502.37,379.13,,210.112
2月14日,2101.42,197.04,,210.112
2月14日,1576.07,258.18,,0
2月14日,1576.07,305.69,,0
2月14日,166.36,218.39,,0
2月14日,166.36,301.55,,0
2月14日,166.36,396.04,,0
2月15日,166.36,490.16,,0
2月15日,166.36,578.75,,0
2月15日,166.36,653.18,,0
2月15日,166.36,747.4,,0
2月15日,166.36,851.59,,0
2月15日,166.36,943.54,,0
2月15日,166.36,3099.47,,70.082
2月15日,166.36,3247.06,,350.142
2月15日,3064.57,3068.99,,665.176
2月15日,4071.51,1782.69,,665.176
2月15日,4202.85,851.42,,665.176
2月15日,4071.51,605.8,,560.12
2月15日,3677.49,479.31,,560.12
2月15日,3940.17,372.67,,665.176
2月15日,4027.73,287.25,,665.176
2月15日,3852.61,243.98,,665.176
2月15日,3502.37,261.27,,665.176
2月15日,3502.37,331.47,,210.112
2月15日,2101.42,179.04,,210.112
2月15日,1576.07,245.9,,0
2月15日,1576.07,285.42,,0
2月15日,166.36,189.36,,0
2月15日,166.36,269.01,,0
2月15日,166.36,361.95,,0
2月16日,166.36,441.26,,0
2月16日,166.36,534.59,,0
2月16日,166.36,613.84,,0
2月16日,166.36,705.56,,0
2月16日,166.36,778.6,,0
2月16日,166.36,845.94,,0
2月16日,166.36,2790.09,,70.082
2月16日,166.36,2897.44,,350.142
2月16日,3064.57,2720.16,,665.176
2月16日,4071.51,1455.09,,665.176
2月16日,4202.85,665.72,,665.176
2月16日,4071.51,457.95,,560.12
2月16日,3677.49,342.92,,560.12
2月16日,3940.17,251.25,,665.176
2月16日,4027.73,203.9,,665.176
2月16日,3852.61,144.43,,665.176
2月16日,3502.37,156.18,,665.176
2月16日,3502.37,207.73,,210.112
2月16日,2101.42,104.08,,210.112
2月16日,1576.07,176.75,,0
2月16日,1576.07,225.89,,0
2月16日,166.36,144.3,,0
2月16日,166.36,168.58,,0
2月16日,166.36,215.84,,0
2月17日,166.36,276.36,,0
2月17日,166.36,368.44,,0
2月17日,166.36,451.51,,0
2月17日,166.36,541.31,,0
2月17日,166.36,632.82,,0
2月17日,166.36,721.93,,0
2月17日,166.36,2521.03,,70.082
2月17日,166.36,2624.61,,350.142
2月17日,3064.57,2230.94,,665.176
2月17日,4071.51,2070.57,,665.176
2月17日,4202.85,878.7,,665.176
2月17日,4071.51,366.93,,560.12
2月17日,3677.49,254.28,,560.12
2月17日,3940.17,169.4,,665.176
2月17日,4027.73,111.17,,665.176
2月17日,3852.61,97.41,,665.176
2月17日,3502.37,169.96,,665.176
2月17日,3502.37,184.27,,210.112
2月17日,2101.42,74.97,,210.112
2月17日,1576.07,125.94,,0
2月17日,1576.07,168.62,,0
2月17日,166.36,107.71,,0
2月17日,166.36,119.46,,0
2月17日,166.36,129.52,,0
2月18日,166.36,140.04,,0
2月18日,166.36,151.27,,0
2月18日,166.36,163.9,,0
2月18日,166.36,201.59,,0
2月18日,166.36,231.68,,0
2月18日,166.36,275.93,,0
2月18日,166.36,885.89,,70.082
2月18日,166.36,946.78,,350.142
2月18日,166.36,782.83,,665.176
2月18日,166.36,793.21,,665.176
2月18日,166.36,364.26,,665.176
2月18日,166.36,433.67,,560.12
2月18日,166.36,170.74,,560.12
2月18日,166.36,29.77,,665.176
2月18日,166.36,190.72,,665.176
2月18日,166.36,93.05,,665.176
2月18日,166.36,59.38,,665.176
2月18日,166.36,129.55,,210.112
2月18日,166.36,200.39,,210.112
2月18日,166.36,238.64,,0
2月18日,166.36,260.9,,0
2月18日,166.36,180.25,,0
2月18日,166.36,205.71,,0
2月18日,166.36,234.28,,0
2月19日,166.36,263.95,,0
2月19日,166.36,301.47,,0
2月19日,166.36,348.18,,0
2月19日,166.36,409.3,,0
2月19日,166.36,484.6,,0
2月19日,166.36,551.13,,0
2月19日,166.36,1456.39,,70.082
2月19日,166.36,1564.36,,350.142
2月19日,166.36,1114.49,,665.176
2月19日,166.36,311.42,,665.176
2月19日,166.36,89.12,,665.176
2月19日,166.36,19.81,,560.12
2月19日,166.36,4.86,,560.12
2月19日,166.36,0,,665.176
2月19日,166.36,0,,665.176
2月19日,166.36,37.66,,665.176
2月19日,166.36,4.86,,665.176
2月19日,166.36,7.83,,210.112
2月19日,166.36,154.86,,210.112
2月19日,166.36,217.21,,0
2月19日,166.36,258.55,,0
2月19日,166.36,178.53,,0
2月19日,166.36,243.86,,0
2月19日,166.36,319.71,,0
2月20日,166.36,403.7,,0
2月20日,166.36,485.88,,0
2月20日,166.36,582.3,,0
2月20日,166.36,675.54,,0
2月20日,166.36,774.83,,0
2月20日,166.36,846.88,,0
2月20日,166.36,2783.22,,70.082
2月20日,166.36,2896.03,,350.142
2月20日,3064.57,2371.89,,665.176
2月20日,4071.51,2266.66,,665.176
2月20日,4202.85,1011.79,,665.176
2月20日,4071.51,932.63,,560.12
2月20日,3677.49,462.61,,560.12
2月20日,3940.17,295.41,,665.176
2月20日,4027.73,230.63,,665.176
2月20日,3852.61,195.03,,665.176
2月20日,3502.37,209.61,,665.176
2月20日,3502.37,257.56,,210.112
2月20日,2101.42,142.86,,210.112
2月20日,1576.07,216.6,,0
2月20日,1576.07,255.33,,0
2月20日,166.36,173.46,,0
2月20日,166.36,245.46,,0
2月20日,166.36,329.3,,0
2月21日,166.36,410.72,,0
2月21日,166.36,482.15,,0
2月21日,166.36,560.3,,0
2月21日,166.36,618.81,,0
2月21日,166.36,687.65,,0
2月21日,166.36,743.91,,0
2月21日,166.36,2406.11,,70.082
2月21日,166.36,2507.15,,350.142
2月21日,3064.57,2054.2,,665.176
2月21日,4071.51,970.56,,665.176
2月21日,4202.85,514.5,,665.176
2月21日,4071.51,394.22,,560.12
2月21日,3677.49,303.95,,560.12
2月21日,3940.17,309.95,,665.176
2月21日,4027.73,186.52,,665.176
2月21日,3852.61,122.24,,665.176
2月21日,3502.37,145.43,,665.176
2月21日,3502.37,240.51,,210.112
2月21日,2101.42,95.21,,210.112
2月21日,1576.07,146.48,,0
2月21日,1576.07,190.71,,0
2月21日,166.36,122.04,,0
2月21日,166.36,140.35,,0
2月21日,166.36,168.02,,0
2月22日,166.36,235.63,,0
2月22日,166.36,297.65,,0
2月22日,166.36,368.66,,0
2月22日,166.36,435.56,,0
2月22日,166.36,487.75,,0
2月22日,166.36,550.36,,0
2月22日,166.36,1904.15,,70.082
2月22日,166.36,1976.13,,350.142
2月22日,3064.57,1445.86,,665.176
2月22日,4071.51,707.41,,665.176
2月22日,4202.85,393.71,,665.176
2月22日,4071.51,624.14,,560.12
2月22日,3677.49,666.2,,560.12
2月22日,3940.17,590.75,,665.176
2月22日,4027.73,542.47,,665.176
2月22日,3852.61,518.85,,665.176
2月22日,3502.37,555.73,,665.176
2月22日,3502.37,367.59,,210.112
2月22日,2101.42,201.6,,210.112
2月22日,1576.07,278.04,,0
2月22日,1576.07,357.84,,0
2月22日,166.36,307.41,,0
2月22日,166.36,372.09,,0
2月22日,166.36,438.41,,0
2月23日,166.36,495.25,,0
2月23日,166.36,559.25,,0
2月23日,166.36,641.89,,0
2月23日,166.36,724.43,,0
2月23日,166.36,800.58,,0
2月23日,166.36,877.05,,0
2月23日,166.36,2668.73,,70.082
2月23日,166.36,2780.52,,350.142
2月23日,3064.57,2235.3,,665.176
2月23日,4071.51,958.2,,665.176
2月23日,4202.85,455.63,,665.176
2月23日,4071.51,344.86,,560.12
2月23日,3677.49,270.42,,560.12
2月23日,3940.17,220.33,,665.176
2月23日,4027.73,246.34,,665.176
2月23日,3852.61,295.24,,665.176
2月23日,3502.37,222.78,,665.176
2月23日,3502.37,237.82,,210.112
2月23日,2101.42,154.91,,210.112
2月23日,1576.07,210.35,,0
2月23日,1576.07,243.16,,0
2月23日,166.36,180.22,,0
2月23日,166.36,215.69,,0
2月23日,166.36,271.07,,0
2月24日,166.36,328.64,,0
2月24日,166.36,377.38,,0
2月24日,166.36,426.51,,0
2月24日,166.36,485.7,,0
2月24日,166.36,534.26,,0
2月24日,166.36,575.26,,0
2月24日,166.36,1837.41,,70.082
2月24日,166.36,1918.87,,350.142
2月24日,3064.57,1243.97,,665.176
2月24日,4071.51,1245.23,,665.176
2月24日,4202.85,1072.7,,665.176
2月24日,4071.51,797.94,,560.12
2月24日,3677.49,658.68,,560.12
2月24日,3940.17,558.56,,665.176
2月24日,4027.73,237.04,,665.176
2月24日,3852.61,182.93,,665.176
2月24日,3502.37,322.01,,665.176
2月24日,3502.37,333.41,,210.112
2月24日,2101.42,211.62,,210.112
2月24日,1576.07,317.29,,0
2月24日,1576.07,439.37,,0
2月24日,166.36,401.45,,0
2月24日,166.36,473.76,,0
2月24日,166.36,534.07,,0
2月25日,166.36,574.27,,0
2月25日,166.36,635.73,,0
2月25日,166.36,695.84,,0
2月25日,166.36,766.73,,0
2月25日,166.36,846.03,,0
2月25日,166.36,913.97,,0
2月25日,166.36,2266.77,,70.082
2月25日,166.36,2362.02,,350.142
2月25日,166.36,1825.64,,665.176
2月25日,166.36,1697.88,,665.176
2月25日,166.36,516.14,,665.176
2月25日,166.36,562.22,,560.12
2月25日,166.36,114.71,,560.12
2月25日,166.36,7.42,,665.176
2月25日,166.36,0,,665.176
2月25日,166.36,0,,665.176
2月25日,166.36,0,,665.176
2月25日,166.36,5.58,,210.112
2月25日,166.36,165.68,,210.112
2月25日,166.36,234.2,,0
2月25日,166.36,285.2,,0
2月25日,166.36,243.78,,0
2月25日,166.36,330.29,,0
2月25日,166.36,396.14,,0
2月26日,166.36,456.95,,0
2月26日,166.36,536.28,,0
2月26日,166.36,607.04,,0
2月26日,166.36,699.01,,0
2月26日,166.36,802.31,,0
2月26日,166.36,889.68,,0
2月26日,166.36,2248.62,,70.082
2月26日,166.36,2362.14,,350.142
2月26日,166.36,1750.12,,665.176
2月26日,166.36,610.55,,665.176
2月26日,166.36,150.69,,665.176
2月26日,166.36,25.74,,560.12
2月26日,166.36,6.52,,560.12
2月26日,166.36,0,,665.176
2月26日,166.36,0,,665.176
2月26日,166.36,0,,665.176
2月26日,166.36,0,,665.176
2月26日,166.36,0.65,,210.112
2月26日,166.36,102.41,,210.112
2月26日,166.36,162.39,,0
2月26日,166.36,208.07,,0
2月26日,166.36,133.87,,0
2月26日,166.36,168.51,,0
2月26日,166.36,237.23,,0
2月27日,166.36,310.06,,0
2月27日,166.36,397.95,,0
2月27日,166.36,475.91,,0
2月27日,166.36,562.77,,0
2月27日,166.36,653.36,,0
2月27日,166.36,729.02,,0
2月27日,166.36,2358.41,,70.082
2月27日,166.36,2466.21,,350.142
2月27日,3064.57,2211.79,,665.176
2月27日,4071.51,927.22,,665.176
2月27日,4202.85,445.94,,665.176
2月27日,4071.51,409.03,,560.12
2月27日,3677.49,306,,560.12
2月27日,3940.17,203.09,,665.176
2月27日,4027.73,111.82,,665.176
2月27日,3852.61,75.67,,665.176
2月27日,3502.37,98.16,,665.176
2月27日,3502.37,163.38,,210.112
2月27日,2101.42,64.75,,210.112
2月27日,1576.07,133.05,,0
2月27日,1576.07,190.78,,0
2月27日,166.36,123.86,,0
2月27日,166.36,149.97,,0
2月27日,166.36,187.95,,0
2月28日,166.36,249.52,,0
2月28日,166.36,327.97,,0
2月28日,166.36,430.59,,0
2月28日,166.36,527.83,,0
2月28日,166.36,626.29,,0
2月28日,166.36,707.67,,0
2月28日,166.36,2364.88,,70.082
2月28日,166.36,2435.6,,350.142
2月28日,3064.57,1708.51,,665.176
2月28日,4071.51,772.63,,665.176
2月28日,4202.85,427.52,,665.176
2月28日,4071.51,290.03,,560.12
2月28日,3677.49,206.13,,560.12
2月28日,3940.17,136.81,,665.176
2月28日,4027.73,81.52,,665.176
2月28日,3852.61,50.03,,665.176
2月28日,3502.37,106.76,,665.176
2月28日,3502.37,140.76,,210.112
2月28日,2101.42,33.58,,210.112
2月28日,1576.07,76.09,,0
2月28日,1576.07,113.88,,0
2月28日,166.36,84.96,,0
2月28日,166.36,103.87,,0
2月28日,166.36,120.81,,0
3月1日,166.36,134.23,,0
3月1日,166.36,159.18,,0
3月1日,166.36,203.8,,0
3月1日,166.36,259.93,,0
3月1日,166.36,352.64,,0
3月1日,166.36,429.72,,0
3月1日,166.36,1732.94,,70.082
3月1日,166.36,1832.73,,350.142
3月1日,3064.57,1097.73,,665.176
3月1日,4071.51,1149.66,,665.176
3月1日,4202.85,865.2,,665.176
3月1日,4071.51,526.34,,560.12
3月1日,3677.49,282.5,,560.12
3月1日,3940.17,94.41,,665.176
3月1日,4027.73,79.54,,665.176
3月1日,3852.61,21.95,,665.176
3月1日,3502.37,74.65,,665.176
3月1日,3502.37,110.36,,210.112
3月1日,2101.42,27.74,,210.112
3月1日,1576.07,67.27,,0
3月1日,1576.07,102.47,,0
3月1日,166.36,78.32,,0
3月1日,166.36,95.29,,0
3月1日,166.36,111.55,,0
3月2日,166.36,130.72,,0
3月2日,166.36,158.68,,0
3月2日,166.36,217.95,,0
3月2日,166.36,311.61,,0
3月2日,166.36,430.23,,0
3月2日,166.36,526.3,,0
3月2日,166.36,1994.35,,70.082
3月2日,166.36,2106.12,,350.142
3月2日,3064.57,1635.93,,665.176
3月2日,4071.51,1469.66,,665.176
3月2日,4202.85,679.34,,665.176
3月2日,4071.51,532.18,,560.12
3月2日,3677.49,409.89,,560.12
3月2日,3940.17,203.65,,665.176
3月2日,4027.73,139.29,,665.176
3月2日,3852.61,121.87,,665.176
3月2日,3502.37,128.8,,665.176
3月2日,3502.37,163.6,,210.112
3月2日,2101.42,52.46,,210.112
3月2日,1576.07,102.67,,0
3月2日,1576.07,129.75,,0
3月2日,166.36,86.52,,0
3月2日,166.36,99.6,,0
3月2日,166.36,116.85,,0
3月3日,166.36,150.06,,0
3月3日,166.36,212.38,,0
3月3日,166.36,256.4,,0
3月3日,166.36,310.36,,0
3月3日,166.36,393.35,,0
3月3日,166.36,492.77,,0
3月3日,166.36,1843.55,,70.082
3月3日,166.36,2018.61,,350.142
3月3日,3064.57,1751.15,,665.176
3月3日,4071.51,864.98,,665.176
3月3日,4202.85,463.72,,665.176
3月3日,4071.51,365.14,,560.12
3月3日,3677.49,316.73,,560.12
3月3日,3940.17,275.73,,665.176
